,video_id,frame_id,object,confidence,quantity,bbox_x,bbox_y,bbox_w,bbox_h
0,L21_V01,0,truck,0.692,1,684,18,72,41
1,L21_V01,0,boat,0.4279,1,1024,287,254,198
2,L21_V01,78,person,0.9644,1,329,54,588,582
3,L21_V01,78,tie,0.9,1,554,370,63,242
4,L21_V01,79,person,0.9649,1,328,54,588,583
5,L21_V01,79,tie,0.8989,1,554,370,63,242
6,L21_V01,2540,person,0.9685,1,876,130,370,407
7,L21_V01,2540,tie,0.8599,1,1026,334,43,163
8,L21_V01,2540,car,0.4682,2,869,364,38,63
9,L21_V01,2540,car,0.3279,2,1196,355,49,39
10,L21_V01,2640,clock,0.4479,1,639,118,209,234
11,L21_V01,2860,clock,0.5552,1,640,117,204,234
12,L21_V01,3388,person,0.9663,2,208,130,430,507
13,L21_V01,3388,person,0.8848,2,681,298,67,245
14,L21_V01,3388,tie,0.8637,1,377,346,40,161
15,L21_V01,3388,cell phone,0.6488,1,318,565,123,37
16,L21_V01,3895,pottedplant,0.5292,4,20,378,53,58
17,L21_V01,3895,pottedplant,0.4316,4,0,347,73,90
18,L21_V01,3895,pottedplant,0.4243,4,245,471,82,45
19,L21_V01,3895,pottedplant,0.3496,4,962,348,130,90
20,L21_V01,3895,chair,0.3811,2,1042,341,30,20
21,L21_V01,3895,chair,0.3754,2,1074,345,59,43
22,L21_V01,3895,motorbike,0.3517,1,156,322,41,45
23,L21_V01,3895,person,0.3355,1,165,323,31,40
24,L21_V01,3895,car,0.3056,1,422,303,21,20
25,L21_V01,3965,banana,0.4077,3,432,307,114,134
26,L21_V01,3965,banana,0.3643,3,432,308,112,92
27,L21_V01,3965,banana,0.3314,3,204,313,45,73
28,L21_V01,4031,car,0.7308,1,477,293,31,32
29,L21_V01,4096,car,0.5733,1,1196,14,83,121
30,L21_V01,4096,banana,0.5646,2,520,151,75,53
31,L21_V01,4096,banana,0.4803,2,198,371,149,125
32,L21_V01,4161,bear,0.7089,1,322,24,958,536
33,L21_V01,4219,scissors,0.449,1,488,462,340,93
34,L21_V01,4276,person,0.9639,1,466,40,659,598
35,L21_V01,4276,car,0.5462,2,593,173,49,184
36,L21_V01,4276,car,0.3083,2,1216,77,60,51
37,L21_V01,4276,pottedplant,0.3507,2,1037,222,195,181
38,L21_V01,4276,pottedplant,0.3027,2,683,0,444,457
39,L21_V01,4679,car,0.8122,1,938,419,103,37
40,L21_V01,4679,umbrella,0.6518,1,909,492,65,25
41,L21_V01,4747,bird,0.3282,1,1260,403,19,46
42,L21_V01,4820,traffic light,0.4681,1,916,0,57,28
43,L21_V01,4884,person,0.8993,1,58,47,716,592
44,L21_V01,4884,bench,0.3591,1,714,281,90,51
45,L21_V01,4884,chair,0.3277,1,801,283,92,48
46,L21_V01,4884,umbrella,0.3189,1,148,168,124,56
47,L21_V01,5129,car,0.8943,1,792,337,145,150
48,L21_V01,5129,pottedplant,0.6401,5,1079,385,45,64
49,L21_V01,5129,pottedplant,0.4853,5,122,458,39,40
50,L21_V01,5129,pottedplant,0.4271,5,954,358,35,56
51,L21_V01,5129,pottedplant,0.3837,5,377,337,35,60
52,L21_V01,5129,pottedplant,0.3341,5,1124,411,76,69
53,L21_V01,5129,dog,0.5892,1,1019,396,36,31
54,L21_V01,5129,traffic light,0.3426,1,438,296,15,28
55,L21_V01,5129,truck,0.3211,1,791,337,148,151
56,L21_V01,5194,car,0.8139,2,124,177,107,44
57,L21_V01,5194,car,0.3448,2,0,197,39,15
58,L21_V01,5266,umbrella,0.3034,1,1,-1,1279,719
59,L21_V01,5333,car,0.8875,1,365,8,298,128
60,L21_V01,5333,umbrella,0.8477,1,284,279,226,91
61,L21_V01,5333,boat,0.3368,2,392,166,622,358
62,L21_V01,5333,boat,0.3192,2,398,162,725,365
63,L21_V01,5333,person,0.333,1,364,56,38,90
64,L21_V01,5404,boat,0.3768,1,371,226,420,111
65,L21_V01,5404,truck,0.3351,1,0,214,1279,425
66,L21_V01,5476,traffic light,0.5187,1,739,142,149,462
67,L21_V01,5476,stop sign,0.3352,1,739,142,149,462
68,L21_V01,5533,train,0.3521,2,0,288,1279,429
69,L21_V01,5533,train,0.3143,2,0,635,1279,82
70,L21_V01,5595,train,0.5649,2,1,632,1279,87
71,L21_V01,5595,train,0.4356,2,0,629,977,90
72,L21_V01,5595,traffic light,0.4129,1,897,690,82,29
73,L21_V01,5656,boat,0.8433,5,784,157,494,476
74,L21_V01,5656,boat,0.7108,5,29,14,831,601
75,L21_V01,5656,boat,0.4015,5,-1,323,393,313
76,L21_V01,5656,boat,0.3817,5,16,1,1262,635
77,L21_V01,5656,boat,0.3027,5,0,-1,1279,719
78,L21_V01,5656,truck,0.3122,1,-1,323,393,313
79,L21_V01,5706,car,0.8631,2,1162,276,117,121
80,L21_V01,5706,car,0.7527,2,929,294,32,21
81,L21_V01,5706,boat,0.8479,1,387,275,412,197
82,L21_V01,5708,person,0.9625,1,630,57,366,580
83,L21_V01,5708,car,0.9433,3,462,164,297,136
84,L21_V01,5708,car,0.8507,3,241,168,138,70
85,L21_V01,5708,car,0.6023,3,318,149,69,31
86,L21_V01,5708,truck,0.4205,2,319,149,68,31
87,L21_V01,5708,truck,0.4055,2,241,168,138,70
88,L21_V01,5708,boat,0.3559,2,-1,213,914,499
89,L21_V01,5708,boat,0.3201,2,0,214,695,425
90,L21_V01,6073,person,0.9162,1,250,197,283,439
91,L21_V01,6073,kite,0.4594,1,479,251,65,99
92,L21_V01,6154,person,0.8182,1,305,83,544,632
93,L21_V01,6154,kite,0.4279,1,755,251,140,232
94,L21_V01,6215,vase,0.6457,1,0,0,568,638
95,L21_V01,6215,carrot,0.3338,1,431,251,251,287
96,L21_V01,6262,person,0.9605,1,357,33,791,606
97,L21_V01,6672,car,0.732,3,420,333,106,92
98,L21_V01,6672,car,0.5253,3,533,334,41,21
99,L21_V01,6672,car,0.3003,3,283,337,24,17
100,L21_V01,6672,truck,0.5924,1,419,333,107,93
101,L21_V01,6672,person,0.5486,2,759,344,21,44
102,L21_V01,6672,person,0.3364,2,672,337,18,39
103,L21_V01,6673,car,0.8054,2,419,333,106,92
104,L21_V01,6673,car,0.6392,2,530,334,42,21
105,L21_V01,6673,truck,0.553,1,418,333,107,93
106,L21_V01,6673,person,0.5269,2,759,343,22,44
107,L21_V01,6673,person,0.3608,2,672,333,17,42
108,L21_V01,6749,stop sign,0.3532,2,1026,31,187,36
109,L21_V01,6749,stop sign,0.3437,2,132,554,1014,86
110,L21_V01,6804,car,0.3751,3,550,307,69,26
111,L21_V01,6804,car,0.3413,3,423,302,108,32
112,L21_V01,6804,car,0.3048,3,472,318,59,16
113,L21_V01,6869,bed,0.3204,2,0,12,1279,624
114,L21_V01,6869,bed,0.3142,2,0,4,1279,672
115,L21_V01,6922,bear,0.4867,1,125,433,104,131
116,L21_V01,6984,person,0.4597,1,133,222,46,136
117,L21_V01,6984,horse,0.4468,1,707,196,179,213
118,L21_V01,6984,bear,0.3338,1,455,0,461,630
119,L21_V01,7049,stop sign,0.7597,1,566,186,45,98
120,L21_V01,7108,person,0.9636,1,350,48,580,588
121,L21_V01,7108,tie,0.8966,1,588,367,63,245
122,L21_V01,7109,person,0.9662,1,349,48,581,588
123,L21_V01,7109,tie,0.8973,1,587,367,63,245
124,L21_V01,7384,person,0.8778,27,242,328,185,285
125,L21_V01,7384,person,0.8647,27,882,328,243,311
126,L21_V01,7384,person,0.8616,27,705,320,169,317
127,L21_V01,7384,person,0.8087,27,1001,329,162,308
128,L21_V01,7384,person,0.8018,27,529,315,176,279
129,L21_V01,7384,person,0.7513,27,181,315,168,290
130,L21_V01,7384,person,0.6284,27,647,304,92,135
131,L21_V01,7384,person,0.5661,27,848,304,87,217
132,L21_V01,7384,person,0.5566,27,428,315,132,237
133,L21_V01,7384,person,0.5283,27,143,308,138,245
134,L21_V01,7384,person,0.4964,27,1215,343,64,226
135,L21_V01,7384,person,0.4835,27,65,286,125,211
136,L21_V01,7384,person,0.4665,27,420,289,80,131
137,L21_V01,7384,person,0.4013,27,19,288,85,173
138,L21_V01,7384,person,0.3998,27,722,233,54,91
139,L21_V01,7384,person,0.3903,27,24,290,120,172
140,L21_V01,7384,person,0.388,27,989,301,60,104
141,L21_V01,7384,person,0.3853,27,812,295,66,133
142,L21_V01,7384,person,0.3714,27,613,298,61,85
143,L21_V01,7384,person,0.361,27,958,249,57,94
144,L21_V01,7384,person,0.3543,27,150,310,135,243
145,L21_V01,7384,person,0.3215,27,1183,313,74,167
146,L21_V01,7384,person,0.3209,27,1079,314,80,150
147,L21_V01,7384,person,0.3155,27,603,237,51,76
148,L21_V01,7384,person,0.3101,27,429,360,103,190
149,L21_V01,7384,person,0.3085,27,769,287,48,79
150,L21_V01,7384,person,0.3063,27,159,313,150,267
151,L21_V01,7384,backpack,0.7728,1,1181,544,98,95
152,L21_V01,7384,handbag,0.6608,9,754,488,118,60
153,L21_V01,7384,handbag,0.6145,9,756,389,116,158
154,L21_V01,7384,handbag,0.4696,9,461,407,63,56
155,L21_V01,7384,handbag,0.4451,9,1150,425,65,78
156,L21_V01,7384,handbag,0.4181,9,540,592,73,46
157,L21_V01,7384,handbag,0.3755,9,220,357,53,59
158,L21_V01,7384,handbag,0.3687,9,571,466,81,69
159,L21_V01,7384,handbag,0.3274,9,776,388,62,85
160,L21_V01,7384,handbag,0.3011,9,631,446,68,40
161,L21_V01,7384,chair,0.644,7,698,447,187,190
162,L21_V01,7384,chair,0.6045,7,341,413,94,176
163,L21_V01,7384,chair,0.4404,7,301,413,137,187
164,L21_V01,7384,chair,0.4085,7,697,447,98,190
165,L21_V01,7384,chair,0.383,7,603,447,188,191
166,L21_V01,7384,chair,0.3717,7,1148,498,75,141
167,L21_V01,7384,chair,0.3325,7,1150,425,65,78
168,L21_V01,7384,cell phone,0.6205,1,486,380,21,23
169,L21_V01,7384,book,0.4831,2,306,457,46,20
170,L21_V01,7384,book,0.4471,2,131,411,65,19
171,L21_V01,7384,bench,0.348,1,698,447,187,190
172,L21_V01,7467,person,0.8126,23,28,423,236,216
173,L21_V01,7467,person,0.7514,23,713,463,93,94
174,L21_V01,7467,person,0.71,23,973,465,198,174
175,L21_V01,7467,person,0.6927,23,896,393,145,179
176,L21_V01,7467,person,0.6836,23,218,415,141,141
177,L21_V01,7467,person,0.6397,23,626,402,103,153
178,L21_V01,7467,person,0.5856,23,1099,398,83,108
179,L21_V01,7467,person,0.567,23,1152,354,114,187
180,L21_V01,7467,person,0.5474,23,852,366,110,141
181,L21_V01,7467,person,0.5347,23,720,368,113,132
182,L21_V01,7467,person,0.5153,23,347,472,95,86
183,L21_V01,7467,person,0.5107,23,590,340,76,123
184,L21_V01,7467,person,0.5056,23,397,406,110,151
185,L21_V01,7467,person,0.4983,23,228,280,69,110
186,L21_V01,7467,person,0.4962,23,773,265,76,118
187,L21_V01,7467,person,0.413,23,789,336,76,120
188,L21_V01,7467,person,0.3918,23,312,386,99,85
189,L21_V01,7467,person,0.3867,23,1002,333,67,97
190,L21_V01,7467,person,0.3702,23,470,367,70,82
191,L21_V01,7467,person,0.3541,23,1011,366,105,104
192,L21_V01,7467,person,0.3441,23,974,288,57,106
193,L21_V01,7467,person,0.3179,23,30,423,77,147
194,L21_V01,7467,person,0.3013,23,398,406,63,85
195,L21_V01,7467,chair,0.78,31,1020,451,85,37
196,L21_V01,7467,chair,0.7763,31,639,511,93,46
197,L21_V01,7467,chair,0.7508,31,907,509,129,128
198,L21_V01,7467,chair,0.7045,31,213,525,114,32
199,L21_V01,7467,chair,0.7022,31,186,466,79,49
200,L21_V01,7467,chair,0.6634,31,858,459,96,50
201,L21_V01,7467,chair,0.6578,31,732,555,173,83
202,L21_V01,7467,chair,0.5891,31,1111,503,76,60
203,L21_V01,7467,chair,0.5794,31,422,523,61,34
204,L21_V01,7467,chair,0.5653,31,739,460,83,52
205,L21_V01,7467,chair,0.5554,31,449,464,93,53
206,L21_V01,7467,chair,0.5253,31,598,464,70,88
207,L21_V01,7467,chair,0.5049,31,851,459,102,97
208,L21_V01,7467,chair,0.4636,31,449,464,99,92
209,L21_V01,7467,chair,0.4338,31,603,464,66,52
210,L21_V01,7467,chair,0.4318,31,1223,585,56,54
211,L21_V01,7467,chair,0.4152,31,730,556,178,163
212,L21_V01,7467,chair,0.4055,31,813,429,41,38
213,L21_V01,7467,chair,0.4044,31,50,379,50,54
214,L21_V01,7467,chair,0.3906,31,849,506,64,51
215,L21_V01,7467,chair,0.3871,31,735,460,90,95
216,L21_V01,7467,chair,0.3819,31,499,512,50,44
217,L21_V01,7467,chair,0.369,31,734,690,173,29
218,L21_V01,7467,chair,0.3621,31,916,509,118,63
219,L21_V01,7467,chair,0.3423,31,813,429,43,83
220,L21_V01,7467,chair,0.321,31,518,382,84,100
221,L21_V01,7467,chair,0.3106,31,662,377,66,80
222,L21_V01,7467,chair,0.31,31,908,567,126,70
223,L21_V01,7467,chair,0.3096,31,184,513,41,35
224,L21_V01,7467,chair,0.3067,31,42,527,66,36
225,L21_V01,7467,chair,0.3018,31,737,460,88,95
226,L21_V01,7467,tvmonitor,0.5224,1,498,225,243,146
227,L21_V01,7467,laptop,0.5168,1,311,466,72,33
228,L21_V01,7467,cell phone,0.4957,1,1077,546,32,30
229,L21_V01,7467,handbag,0.3434,1,1198,414,60,47
230,L21_V01,7532,person,0.9162,4,849,177,174,379
231,L21_V01,7532,person,0.8289,4,397,49,597,509
232,L21_V01,7532,person,0.4676,4,390,49,614,670
233,L21_V01,7532,person,0.3045,4,936,690,296,29
234,L21_V01,7532,tie,0.6785,1,710,385,76,171
235,L21_V01,7603,person,0.914,24,292,151,267,406
236,L21_V01,7603,person,0.9033,24,555,124,243,433
237,L21_V01,7603,person,0.8989,24,12,141,246,497
238,L21_V01,7603,person,0.7355,24,243,120,133,430
239,L21_V01,7603,person,0.6928,24,763,119,121,343
240,L21_V01,7603,person,0.6281,24,468,111,123,267
241,L21_V01,7603,person,0.6229,24,590,0,688,717
242,L21_V01,7603,person,0.5551,24,106,99,110,174
243,L21_V01,7603,person,0.499,24,467,111,124,341
244,L21_V01,7603,person,0.4857,24,193,105,93,206
245,L21_V01,7603,person,0.4829,24,581,79,84,162
246,L21_V01,7603,person,0.4332,24,761,95,51,106
247,L21_V01,7603,person,0.4085,24,253,63,91,104
248,L21_V01,7603,person,0.4051,24,710,106,67,119
249,L21_V01,7603,person,0.3889,24,194,106,91,128
250,L21_V01,7603,person,0.3843,24,0,57,94,159
251,L21_V01,7603,person,0.3751,24,0,57,95,241
252,L21_V01,7603,person,0.3595,24,845,108,79,161
253,L21_V01,7603,person,0.3549,24,589,122,172,169
254,L21_V01,7603,person,0.3506,24,677,115,87,179
255,L21_V01,7603,person,0.3382,24,353,108,93,93
256,L21_V01,7603,person,0.325,24,466,111,125,418
257,L21_V01,7603,person,0.3149,24,308,63,51,103
258,L21_V01,7603,person,0.3106,24,0,57,94,124
259,L21_V01,7603,handbag,0.8437,1,597,326,126,112
260,L21_V01,7603,chair,0.4035,2,635,495,90,61
261,L21_V01,7603,chair,0.3302,2,806,365,102,188
262,L21_V01,7603,clock,0.3074,1,421,405,18,25
263,L21_V01,7660,person,0.9483,14,761,119,368,439
264,L21_V01,7660,person,0.9292,14,33,150,279,486
265,L21_V01,7660,person,0.8825,14,396,153,150,234
266,L21_V01,7660,person,0.8682,14,1035,108,180,297
267,L21_V01,7660,person,0.8646,14,1169,110,110,127
268,L21_V01,7660,person,0.8259,14,490,46,81,228
269,L21_V01,7660,person,0.7182,14,404,61,47,75
270,L21_V01,7660,person,0.694,14,0,115,92,524
271,L21_V01,7660,person,0.6931,14,128,238,404,321
272,L21_V01,7660,person,0.5358,14,355,91,60,92
273,L21_V01,7660,person,0.412,14,355,91,42,45
274,L21_V01,7660,person,0.3876,14,468,69,34,49
275,L21_V01,7660,person,0.3614,14,79,238,650,480
276,L21_V01,7660,person,0.3553,14,1092,107,67,93
277,L21_V01,7660,chair,0.9107,21,1115,394,77,244
278,L21_V01,7660,chair,0.8978,21,533,269,80,192
279,L21_V01,7660,chair,0.8029,21,561,142,57,92
280,L21_V01,7660,chair,0.7262,21,348,172,29,68
281,L21_V01,7660,chair,0.5519,21,468,141,34,51
282,L21_V01,7660,chair,0.5268,21,361,141,32,49
283,L21_V01,7660,chair,0.51,21,1004,216,78,63
284,L21_V01,7660,chair,0.4879,21,1004,215,173,188
285,L21_V01,7660,chair,0.4458,21,567,118,26,38
286,L21_V01,7660,chair,0.4448,21,571,118,22,24
287,L21_V01,7660,chair,0.4439,21,590,118,24,24
288,L21_V01,7660,chair,0.4218,21,456,135,26,21
289,L21_V01,7660,chair,0.4202,21,405,137,40,37
290,L21_V01,7660,chair,0.4113,21,572,118,20,18
291,L21_V01,7660,chair,0.3518,21,600,119,21,30
292,L21_V01,7660,chair,0.3479,21,592,118,18,19
293,L21_V01,7660,chair,0.3275,21,357,141,37,98
294,L21_V01,7660,chair,0.3242,21,362,140,30,24
295,L21_V01,7660,chair,0.3159,21,600,119,19,25
296,L21_V01,7660,chair,0.3089,21,552,112,19,24
297,L21_V01,7660,chair,0.3031,21,387,145,58,101
298,L21_V01,7660,diningtable,0.5638,2,1116,225,163,186
299,L21_V01,7660,diningtable,0.3243,2,410,117,89,39
300,L21_V01,7660,laptop,0.3731,1,749,690,151,30
301,L21_V01,7660,cell phone,0.3693,2,162,296,68,71
302,L21_V01,7660,cell phone,0.3106,2,15,192,47,49
303,L21_V01,7721,person,0.9472,7,1007,20,272,570
304,L21_V01,7721,person,0.7011,7,1150,3,129,235
305,L21_V01,7721,person,0.6996,7,260,70,902,647
306,L21_V01,7721,person,0.4838,7,0,261,129,375
307,L21_V01,7721,person,0.3848,7,1151,4,129,390
308,L21_V01,7721,person,0.3096,7,0,352,128,284
309,L21_V01,7721,person,0.3009,7,0,0,78,91
310,L21_V01,7721,chair,0.8791,10,55,91,134,186
311,L21_V01,7721,chair,0.8232,10,58,361,117,265
312,L21_V01,7721,chair,0.7399,10,0,93,61,181
313,L21_V01,7721,chair,0.5731,10,46,77,59,82
314,L21_V01,7721,chair,0.542,10,941,226,245,323
315,L21_V01,7721,chair,0.4857,10,66,0,116,80
316,L21_V01,7721,chair,0.4656,10,85,35,35,45
317,L21_V01,7721,chair,0.4541,10,941,226,202,229
318,L21_V01,7721,chair,0.3995,10,1144,567,135,73
319,L21_V01,7721,chair,0.3972,10,942,226,151,107
320,L21_V01,7721,tie,0.3879,1,1163,117,33,32
321,L21_V01,7783,person,0.8689,1,0,37,1279,603
322,L21_V01,7783,bed,0.3656,1,0,0,1277,640
323,L21_V01,7816,person,0.937,15,342,177,225,380
324,L21_V01,7816,person,0.9168,15,1136,185,58,170
325,L21_V01,7816,person,0.8888,15,1,179,82,164
326,L21_V01,7816,person,0.8237,15,43,179,169,191
327,L21_V01,7816,person,0.7975,15,532,198,95,190
328,L21_V01,7816,person,0.7916,15,1032,193,40,118
329,L21_V01,7816,person,0.7884,15,260,196,66,127
330,L21_V01,7816,person,0.777,15,146,113,60,133
331,L21_V01,7816,person,0.7535,15,586,191,51,82
332,L21_V01,7816,person,0.715,15,331,207,62,142
333,L21_V01,7816,person,0.7032,15,1199,236,50,106
334,L21_V01,7816,person,0.6485,15,668,48,386,510
335,L21_V01,7816,person,0.5264,15,674,52,380,662
336,L21_V01,7816,person,0.495,15,124,116,44,65
337,L21_V01,7816,person,0.4736,15,696,210,47,53
338,L21_V01,7816,chair,0.9113,16,978,276,105,146
339,L21_V01,7816,chair,0.9035,16,515,343,95,214
340,L21_V01,7816,chair,0.8555,16,265,254,73,130
341,L21_V01,7816,chair,0.8117,16,1025,424,194,214
342,L21_V01,7816,chair,0.7896,16,921,263,48,67
343,L21_V01,7816,chair,0.4666,16,331,248,64,102
344,L21_V01,7816,chair,0.4582,16,204,201,56,65
345,L21_V01,7816,chair,0.4336,16,512,292,52,51
346,L21_V01,7816,chair,0.4223,16,514,292,68,55
347,L21_V01,7816,chair,0.4197,16,204,201,69,121
348,L21_V01,7816,chair,0.4148,16,177,259,80,132
349,L21_V01,7816,chair,0.4086,16,639,243,50,19
350,L21_V01,7816,chair,0.3991,16,1010,425,208,294
351,L21_V01,7816,chair,0.3441,16,204,201,74,121
352,L21_V01,7816,chair,0.3295,16,393,301,35,44
353,L21_V01,7816,chair,0.3168,16,914,304,30,23
354,L21_V01,7816,bottle,0.8698,4,93,271,42,99
355,L21_V01,7816,bottle,0.8276,4,221,328,68,193
356,L21_V01,7816,bottle,0.3759,4,6,229,20,29
357,L21_V01,7816,bottle,0.3364,4,621,239,15,35
358,L21_V01,7816,diningtable,0.5569,3,586,250,213,133
359,L21_V01,7816,diningtable,0.3348,3,129,551,1009,87
360,L21_V01,7816,diningtable,0.3239,3,593,241,159,39
361,L21_V01,7816,book,0.3192,1,301,482,168,76
362,L21_V01,7866,person,0.9559,18,119,135,452,423
363,L21_V01,7866,person,0.9183,18,343,126,177,284
364,L21_V01,7866,person,0.8656,18,817,155,112,206
365,L21_V01,7866,person,0.8537,18,480,160,215,228
366,L21_V01,7866,person,0.8509,18,666,139,129,153
367,L21_V01,7866,person,0.8278,18,425,33,105,132
368,L21_V01,7866,person,0.7338,18,1029,145,64,72
369,L21_V01,7866,person,0.6953,18,817,83,52,120
370,L21_V01,7866,person,0.6865,18,1106,141,59,130
371,L21_V01,7866,person,0.6097,18,655,79,52,116
372,L21_V01,7866,person,0.6035,18,567,147,91,157
373,L21_V01,7866,person,0.5858,18,768,197,380,364
374,L21_V01,7866,person,0.5365,18,1169,141,70,146
375,L21_V01,7866,person,0.4632,18,767,197,383,518
376,L21_V01,7866,person,0.3705,18,767,198,381,441
377,L21_V01,7866,person,0.3273,18,887,137,31,30
378,L21_V01,7866,person,0.3088,18,756,130,40,88
379,L21_V01,7866,person,0.3054,18,725,138,37,43
380,L21_V01,7866,chair,0.9159,10,1157,223,120,167
381,L21_V01,7866,chair,0.8834,10,24,416,116,221
382,L21_V01,7866,chair,0.8615,10,747,222,85,67
383,L21_V01,7866,chair,0.8457,10,1109,341,57,114
384,L21_V01,7866,chair,0.7643,10,642,202,28,63
385,L21_V01,7866,chair,0.6848,10,669,187,31,40
386,L21_V01,7866,chair,0.62,10,1099,204,52,125
387,L21_V01,7866,chair,0.5133,10,1170,198,61,91
388,L21_V01,7866,chair,0.4706,10,1227,188,35,55
389,L21_V01,7866,chair,0.35,10,1103,238,43,90
390,L21_V01,7866,tie,0.6175,1,289,351,69,121
391,L21_V01,7866,bottle,0.6056,4,686,337,57,132
392,L21_V01,7866,bottle,0.4299,4,717,336,27,132
393,L21_V01,7866,bottle,0.3944,4,793,251,28,72
394,L21_V01,7866,bottle,0.3928,4,687,339,43,126
395,L21_V01,7866,book,0.4424,1,452,354,120,91
396,L21_V01,7866,diningtable,0.4062,1,280,553,866,85
397,L21_V01,7866,cell phone,0.4043,1,591,356,49,35
398,L21_V01,7866,laptop,0.3405,1,624,272,187,117
399,L21_V01,7866,cup,0.3369,1,687,374,60,95
400,L21_V01,7920,person,0.9124,18,301,270,151,305
401,L21_V01,7920,person,0.8996,18,495,275,145,260
402,L21_V01,7920,person,0.8715,18,407,284,133,273
403,L21_V01,7920,person,0.8641,18,89,301,179,331
404,L21_V01,7920,person,0.8224,18,214,300,141,307
405,L21_V01,7920,person,0.8163,18,702,274,121,210
406,L21_V01,7920,person,0.8099,18,577,267,115,240
407,L21_V01,7920,person,0.8082,18,802,260,117,207
408,L21_V01,7920,person,0.7811,18,643,275,99,210
409,L21_V01,7920,person,0.7332,18,893,265,105,172
410,L21_V01,7920,person,0.6314,18,1205,231,73,185
